v_exct(1)= -0.000882
v_exct(2)= -0.383699
v_exct(3)= -0.297251
v_exct(4)= -0.27788
v_exct(5)= -0.222276
v_exct(6)= -0.201989
v_exct(7)= -0.181701
v_exct(8)= -0.106804
v_exct(9)= -0.060949
v_exct(10)= 0.057217
v_exct(11)= 0.186849
v_exct(12)= 0.333239
v_exct(13)= 0.466401
v_exct(14)= 0.511382
v_exct(15)= 0.574884
v_exct(16)= 0.659554
v_exct(17)= 0.999118
