x_exct(1)= -0.500000
x_exct(2)= -0.327052
x_exct(3)= -0.397406
x_exct(4)= -0.217948
x_exct(5)= -0.428914
x_exct(6)= -0.436290
x_exct(7)= -0.444335
x_exct(8)= -0.046595
x_exct(9)=  0.001598
x_exct(10)= 0.118733
x_exct(11)= 0.235193
x_exct(12)= 0.352315
x_exct(13)= 0.454040
x_exct(14)= 0.461386
x_exct(15)= 0.469392
x_exct(16)= 0.476719
x_exct(17)= 0.500000
